"","mukey","sl_length"
"3530","384802","43.0"
"3531","384803","38.0"
"3532","384804","99.0"
"3533","384805","68.0"
"3534","384806","99.0"
"3535","384807","84.0"
"3536","384808","55.0"
"3537","384809","55.0"
"3538","384810","55.0"
"3539","384811","99.0"
"3540","384812","84.0"
"3541","384813","33.0"
"3542","384814","38.0"
"3543","384815","64.0"
"3544","384816","91.0"
"3545","384817","99.0"
"3546","384818","84.0"
"3547","384819","84.0"
"3548","384820","84.0"
"3549","384821","84.0"
"3550","384822","68.0"
"3551","384823","99.0"
"3552","384824","84.0"
"3553","384825","68.0"
"3554","384826","43.0"
"3555","384828","68.0"
"3556","384829","68.0"
"3557","384830","84.0"
"3558","384831","68.0"
"3559","384832","43.0"
"3560","384833","68.0"
"3561","384834","99.0"
"3562","384835","68.0"
"3563","384836","99.0"
"3564","384837","99.0"
"3565","384838","68.0"
"3566","384839","91.0"
"3567","384840","99.0"
"3568","384841","55.0"
"3569","384842","68.0"
"3570","384843","53.0"
"3571","384844","33.0"
"3572","384845","0.0"
"3573","384846","33.0"
"3574","384847","61.0"
"3575","384848","99.0"
"3576","384849","84.0"
"3577","384850","55.0"
"3578","384851","30.0"
"3579","384852","61.0"
"3580","384853","55.0"
"3581","384854","43.0"
"3582","384855","61.0"
"3583","384856","99.0"
"3584","384857","84.0"
"3585","384858","53.0"
"3586","384859","68.0"
"3587","384860","68.0"
"3588","384861","46.0"
"3589","384862","38.0"
"3590","384863","99.0"
"3591","384864","53.0"
"3592","384865","99.0"
"3593","384866","84.0"
"3594","384867","53.0"
"3595","384868","99.0"
"3596","384869","99.0"
"3597","384870","84.0"
"3598","384871","68.0"
"3599","384872","43.0"
"3600","384873","84.0"
"3601","384874","84.0"
"3602","384875","99.0"
"3603","384876","99.0"
"3604","384877","99.0"
"3605","384878","99.0"
"3606","384879","68.0"
"3607","384880","68.0"
"3608","384881","33.0"
"3609","384882","33.0"
"3610","384883","99.0"
"3611","384884","61.0"
"3612","384885","68.0"
"3613","384886","68.0"
"3614","384887","53.0"
"3615","384888","43.0"
"3616","384889","53.0"
"3617","384890","0.0"
"3618","384891","68.0"
"3619","384892","68.0"
"3620","384893","33.0"
"3621","384894","84.0"
"3622","384895","68.0"
"3623","384896","84.0"
"3624","384897","53.0"
"3625","384898","99.0"
"3626","384899","61.0"
"3627","384900","55.0"
"3628","384901","61.0"
"3629","384902","30.0"
"3630","384903","91.0"
"3631","384904","61.0"
"3632","384905","99.0"
"3633","384906","84.0"
"3634","384907","68.0"
"3635","384908","61.0"
"3636","384909","30.0"
"3637","384910","91.0"
"3638","384911","55.0"
"3639","384912","46.0"
"3640","384913","38.0"
"3641","384914","53.0"
"3642","384915","38.0"
"3643","384916","30.0"
"3644","384917","30.0"
"3645","384918","99.0"
"3646","384919","30.0"
"3647","384920","99.0"
"3648","384921","30.0"
"3649","384922","30.0"
"3650","384923","30.0"
"3651","384924","33.0"
"3652","384925","99.0"
"3653","384926","84.0"
"3654","384927","33.0"
"3655","384928","61.0"
"3656","384929","53.0"
"3657","384930","33.0"
"3658","384931","0.0"
"3659","384932","84.0"
"3660","384933","30.0"
"3661","384934","99.0"
"3662","384935","99.0"
"3663","384936","99.0"
"3664","384937","61.0"
"3665","384938","107.0"
"3666","384939","99.0"
"3667","384940","99.0"
"3668","384941","91.0"
"3669","384942","45.0"
"3670","384943","99.0"
"3671","384944","30.0"
"3672","384945","30.0"
"3673","384946","99.0"
"3674","384947","84.0"
"3675","384948","99.0"
"3676","384949","84.0"
"3677","384950","55.0"
"3678","384951","99.0"
"3679","384952","91.0"
"3680","384953","54.0"
"3681","384954","33.0"
"3682","384955","33.0"
"3683","384956","99.0"
"3684","384957","91.0"
"3685","384958","55.0"
"3686","384959","53.0"
"3687","384960","33.0"
"3688","384961","30.0"
"3689","384962","99.0"
"3690","384963","99.0"
"3691","384964","99.0"
"3692","384965","99.0"
"3693","384966","84.0"
"3694","384967","99.0"
"3695","384968","99.0"
"3696","384969","33.0"
"3697","384970","99.0"
"3698","384971","68.0"
"3699","384972","84.0"
"3700","384973","99.0"
"3701","384974","84.0"
"3702","384975","68.0"
"3703","384976","84.0"
"3704","384977","84.0"
"3705","384978","30.0"
"3706","384979","84.0"
"3707","384980","30.0"
"3708","384981","61.0"
"3709","384982","91.0"
"3710","384983","55.0"
"3711","384984","68.0"
"3712","384985","53.0"
"3713","384986","38.0"
"3714","384987","61.0"
"3715","384988","0.0"
"3716","384989","55.0"
"3717","384990","30.0"
"3718","384991","99.0"
"3719","384992","30.0"
"3720","384993","30.0"
"3721","384994","68.0"
"3722","384995","33.0"
"3723","384996","37.0"
"3724","384997","91.0"
"3725","384998","45.0"
"3726","384999","84.0"
"3727","385000","43.0"
"3728","385002","84.0"
"3729","385003","30.0"
"3730","385004","55.0"
"3731","385005","33.0"
"3732","385006","30.0"
"3733","385007","53.0"
"3734","385008","30.0"
"3735","385009","91.0"
"3736","385010","55.0"
"3737","385011","91.0"
"3738","385012","54.0"
"3739","385013","42.0"
"3740","385014","61.0"
"3741","385015","84.0"
"3742","385016","68.0"
"3743","385017","68.0"
"3744","385018","99.0"
"3745","385019","84.0"
"3746","385020","99.0"
"3747","385021","33.0"
"3748","385022","40.0"
"3749","385023","33.0"
"3750","385024","55.0"
"3751","385025","99.0"
"3752","385026","40.0"
"3753","385027","33.0"
"3754","385028","99.0"
"3755","385029","99.0"
"3756","385030","84.0"
"3757","385031","84.0"
"3758","385032","30.0"
"3759","385033","91.0"
"3760","385034","54.0"
"3761","385035","33.0"
"3762","385036","61.0"
"3763","385037","91.0"
"3764","385038","55.0"
"3765","385039","43.0"
"3766","385040","37.0"
"3767","385041","91.0"
"3768","385042","55.0"
"3769","385043","99.0"
"3770","385044","55.0"
"3771","385045","61.0"
"3772","385046","55.0"
"3773","385047","30.0"
"3774","385048","0.0"
"3775","385155","55.0"
"3776","385156","61.0"
"3777","385157","30.0"
"3778","385158","30.0"
"3779","385159","84.0"
"3780","385160","61.0"
"3781","385161","55.0"
"3782","385162","55.0"
"3783","385163","37.0"
"3784","385164","37.0"
"3785","385166","84.0"
"3786","385167","99.0"
"3787","385168","30.0"
"3788","385169","30.0"
"3789","385170","33.0"
"3790","385171","99.0"
"3791","385172","91.0"
"3792","385173","45.0"
"3793","385174","33.0"
"3794","385175","84.0"
"3795","385176","68.0"
"3796","385177","84.0"
"3797","385178","53.0"
"3798","385179","99.0"
"3799","385180","61.0"
"3800","385181","49.0"
"3801","385182","46.0"
"3802","385183","99.0"
"3803","385184","61.0"
"3804","385185","55.0"
"3805","385186","38.0"
"3806","385187","30.0"
"3807","385188","99.0"
"3808","385189","30.0"
"3809","385190","30.0"
"3810","385191","30.0"
"3811","385192","30.0"
"3812","385193","84.0"
"3813","385194","84.0"
"3814","385195","54.0"
"3815","385196","33.0"
"3816","385197","91.0"
"3817","385198","54.0"
"3818","385199","42.0"
"3819","385200","30.0"
"3820","385201","99.0"
"3821","385202","30.0"
"3822","385203","61.0"
"3823","385204","99.0"
"3824","385205","61.0"
"3825","385206","33.0"
"3826","385207","33.0"
"3827","385208","99.0"
"3828","385209","99.0"
"3829","385210","84.0"
"3830","385211","84.0"
"3831","385212","0.0"
"3832","385213","43.0"
"3833","385214","84.0"
"3834","385215","84.0"
"3835","385216","84.0"
"3836","385217","99.0"
"3837","385218","43.0"
"3838","385219","33.0"
"3839","385220","84.0"
"3840","385221","99.0"
"3841","385222","99.0"
"3842","385223","99.0"
"3843","385224","33.0"
"3844","385225","33.0"
"3845","385226","40.0"
"3846","385227","99.0"
"3847","385228","18.0"
"3848","385229","99.0"
"3849","385230","61.0"
"3850","385231","55.0"
"3851","385232","84.0"
"3852","385233","68.0"
"3853","385234","30.0"
"3854","385235","91.0"
"3855","385236","53.0"
"3856","385237","99.0"
"3857","385238","33.0"
"3858","385239","99.0"
"3859","385240","61.0"
"3860","385241","15.0"
"3861","385242","33.0"
"3862","385243","68.0"
"3863","385244","33.0"
"3864","385245","84.0"
"3865","385246","68.0"
"3866","385247","84.0"
"3867","385248","0.0"
"3868","385249","55.0"
"3869","385250","84.0"
"3870","385251","99.0"
"3871","385252","33.0"
"3872","385253","84.0"
"3873","385254","99.0"
"3874","385255","91.0"
"3875","385256","68.0"
"3876","385257","99.0"
"3877","385258","33.0"
"3878","385259","99.0"
"3879","385260","99.0"
"3880","385261","99.0"
"3881","385262","91.0"
"3882","385263","61.0"
"3883","385264","55.0"
"3884","385265","43.0"
"3885","385266","43.0"
"3886","385267","30.0"
"3887","385268","99.0"
"3888","385269","91.0"
"3889","385270","68.0"
"3890","385271","53.0"
"3891","385272","33.0"
"3892","385273","84.0"
"3893","385274","99.0"
"3894","385275","99.0"
"3895","385276","99.0"
"3896","385277","99.0"
"3897","385278","84.0"
"3898","385279","68.0"
"3899","385281","91.0"
"3900","385282","55.0"
"3901","385283","68.0"
"3902","385284","49.0"
"3903","385285","33.0"
"3904","385286","55.0"
"3905","385287","37.0"
"3906","385288","68.0"
"3907","385289","99.0"
"3908","385290","84.0"
"3909","385291","68.0"
"3910","385292","61.0"
"3911","385293","49.0"
"3912","385294","55.0"
"3913","385295","30.0"
"3914","385296","55.0"
"3915","385297","33.0"
"3916","385298","33.0"
"3917","385299","33.0"
"3918","385300","30.0"
"3919","385301","91.0"
"3920","385302","54.0"
"3921","385303","30.0"
"3922","385304","15.0"
"3923","385305","99.0"
"3924","385306","84.0"
"3925","385307","68.0"
"3926","385308","33.0"
"3927","385309","33.0"
"3928","385310","33.0"
"3929","385311","0.0"
"3930","385312","99.0"
"3931","385313","91.0"
"3932","385314","55.0"
"3933","385315","43.0"
"3934","385316","55.0"
"3935","385317","99.0"
"3936","385318","99.0"
"3937","392153","64.0"
"3938","392329","61.0"
"3939","392330","30.0"
"3940","392331","55.0"
"3941","392332","61.0"
"3942","392347","30.0"
"3943","392348","61.0"
"3944","392349","55.0"
"3945","392350","68.0"
"3946","392351","61.0"
"3947","392352","107.0"
"3948","392354","84.0"
"3949","392355","84.0"
"3950","392356","49.0"
"3951","392357","61.0"
"3952","392358","49.0"
"3953","392359","46.0"
"3954","392360","61.0"
"3955","392361","61.0"
"3956","392362","30.0"
"3957","392363","30.0"
"3958","392364","30.0"
"3959","392365","30.0"
"3960","392366","91.0"
"3961","392367","91.0"
"3962","392368","49.0"
"3963","392369","30.0"
"3964","392370","30.0"
"3965","392371","61.0"
"3966","392372","91.0"
"3967","392373","99.0"
"3968","392374","91.0"
"3969","392375","54.0"
"3970","392376","42.0"
"3971","392377","30.0"
"3972","392378","84.0"
"3973","392379","99.0"
"3974","392380","30.0"
"3975","392381","68.0"
"3976","392382","33.0"
"3977","392383","61.0"
"3978","392384","15.0"
"3979","392385","84.0"
"3980","392386","64.0"
"3981","392387","33.0"
"3982","392388","99.0"
"3983","392389","99.0"
"3984","392390","99.0"
"3985","392391","84.0"
"3986","392392","30.0"
"3987","392393","99.0"
"3988","392394","33.0"
"3989","392395","33.0"
"3990","392396","30.0"
"3991","392397","30.0"
"3992","392398","30.0"
"3993","392399","30.0"
"3994","392400","30.0"
"3995","392401","53.0"
"3996","392402","61.0"
"3997","392403","84.0"
"3998","392404","99.0"
"3999","392405","61.0"
"4000","392406","30.0"
"4001","392407","99.0"
"4002","392408","61.0"
"4003","392409","55.0"
"4004","392410","55.0"
"4005","392411","30.0"
"4006","392412","30.0"
"4007","392413","30.0"
"4008","392414","99.0"
"4009","392415","99.0"
"4010","392416","84.0"
"4011","392418","91.0"
"4012","392419","55.0"
"4013","392420","99.0"
"4014","392421","33.0"
"4015","392422","64.0"
"4016","392423","0.0"
"4017","392424","0.0"
"4018","393074","61.0"
"4019","393081","49.0"
"4020","393656","0.0"
"4021","393657","0.0"
"4022","393658","33.0"
"4023","393659","99.0"
"4024","393660","33.0"
"4025","393710","84.0"
"4026","393711","0.0"
"4027","393712","53.0"
"4028","393713","64.0"
"4029","394322","30.0"
"4030","394328","84.0"
"4031","394330","40.0"
"4032","394333","0.0"
"4033","394336","99.0"
"4034","394343","64.0"
"4035","394344","30.0"
"4036","394347","30.0"
"4037","394348","30.0"
"4038","394349","55.0"
"4039","394354","61.0"
"4040","394355","61.0"
"4041","394357","30.0"
"4042","394360","99.0"
"4043","394361","61.0"
"4044","394365","0.0"
"4045","394366","99.0"
"4046","394369","99.0"
"4047","394370","84.0"
"4048","394372","99.0"
"4049","394415","30.0"
"4050","571130","84.0"
"4051","571131","84.0"
"4052","571132","99.0"
"4053","571133","99.0"
"4054","571134","84.0"
"4055","571135","68.0"
"4056","571136","84.0"
"4057","571137","53.0"
"4058","571138","99.0"
"4059","571139","84.0"
"4060","571140","49.0"
"4061","571141","33.0"
"4062","571142","53.0"
"4063","571143","99.0"
"4064","571145","99.0"
"4065","571146","99.0"
"4066","571147","99.0"
"4067","571148","99.0"
"4068","571149","99.0"
"4069","571150","18.0"
"4070","571151","15.0"
"4071","571152","99.0"
"4072","571153","99.0"
"4073","571154","33.0"
"4074","571155","84.0"
"4075","571156","68.0"
"4076","571157","99.0"
"4077","571158","99.0"
"4078","571159","99.0"
"4079","571160","99.0"
"4080","571161","84.0"
"4081","571162","99.0"
"4082","571163","84.0"
"4083","571164","84.0"
"4084","571165","99.0"
"4085","571166","99.0"
"4086","571167","84.0"
"4087","571168","33.0"
"4088","571169","84.0"
"4089","571170","99.0"
"4090","571171","99.0"
"4091","571172","99.0"
"4092","571173","99.0"
"4093","571174","99.0"
"4094","571175","99.0"
"4095","571176","53.0"
"4096","571177","53.0"
"4097","571178","33.0"
"4098","571179","68.0"
"4099","571180","33.0"
"4100","571181","99.0"
"4101","571182","99.0"
"4102","571183","84.0"
"4103","571184","68.0"
"4104","571185","84.0"
"4105","571186","68.0"
"4106","571187","33.0"
"4107","571188","33.0"
"4108","571189","33.0"
"4109","571190","84.0"
"4110","571191","68.0"
"4111","571192","53.0"
"4112","571193","68.0"
"4113","571194","33.0"
"4114","571195","99.0"
"4115","571196","99.0"
"4116","571197","99.0"
"4117","571198","99.0"
"4118","571199","53.0"
"4119","571200","33.0"
"4120","571201","61.0"
"4121","571202","99.0"
"4122","571203","33.0"
"4123","571204","99.0"
"4124","571205","99.0"
"4125","571206","84.0"
"4126","571207","68.0"
"4127","571208","68.0"
"4128","571209","61.0"
"4129","571210","33.0"
"4130","571211","99.0"
"4131","571212","99.0"
"4132","571213","68.0"
"4133","571214","84.0"
"4134","571215","68.0"
"4135","571216","53.0"
"4136","571217","99.0"
"4137","571218","99.0"
"4138","571219","99.0"
"4139","571220","55.0"
"4140","571221","99.0"
"4141","571222","99.0"
"4142","571223","99.0"
"4143","571224","68.0"
"4144","571225","99.0"
"4145","571226","84.0"
"4146","571227","84.0"
"4147","571228","84.0"
"4148","571229","99.0"
"4149","571230","99.0"
"4150","571231","33.0"
"4151","571232","30.0"
"4152","571233","99.0"
"4153","571234","99.0"
"4154","571235","84.0"
"4155","571236","53.0"
"4156","571237","53.0"
"4157","571238","30.0"
"4158","571239","33.0"
"4159","571240","53.0"
"4160","571241","99.0"
"4161","571242","53.0"
"4162","571243","33.0"
"4163","571244","68.0"
"4164","571245","53.0"
"4165","571246","33.0"
"4166","571247","43.0"
"4167","571248","99.0"
"4168","571249","99.0"
"4169","571250","84.0"
"4170","571251","84.0"
"4171","571252","53.0"
"4172","571253","43.0"
"4173","571254","75.0"
"4174","571255","99.0"
"4175","571256","84.0"
"4176","571257","53.0"
"4177","571258","0.0"
"4178","571259","84.0"
"4179","571260","33.0"
"4180","571261","15.0"
"4181","571262","15.0"
"4182","571263","37.0"
"4183","571264","37.0"
"4184","571265","99.0"
"4185","571268","15.0"
"4186","571269","15.0"
"4187","571270","99.0"
"4188","571271","33.0"
"4189","571272","99.0"
"4190","571273","99.0"
"4191","571274","84.0"
"4192","571275","33.0"
"4193","571276","99.0"
"4194","571277","99.0"
"4195","571278","99.0"
"4196","571279","53.0"
"4197","571280","33.0"
"4198","571281","84.0"
"4199","571282","99.0"
"4200","571283","84.0"
"4201","571284","53.0"
"4202","571285","84.0"
"4203","571286","68.0"
"4204","571287","61.0"
"4205","571288","99.0"
"4206","571289","99.0"
"4207","571290","99.0"
"4208","571291","99.0"
"4209","571292","68.0"
"4210","571293","84.0"
"4211","571294","53.0"
"4212","571295","84.0"
"4213","571296","68.0"
"4214","571297","68.0"
"4215","571298","33.0"
"4216","571299","84.0"
"4217","571300","68.0"
"4218","571301","68.0"
"4219","571302","68.0"
"4220","571303","33.0"
"4221","571304","33.0"
"4222","571305","53.0"
"4223","571306","68.0"
"4224","571307","33.0"
"4225","571308","45.0"
"4226","571309","37.0"
"4227","571310","84.0"
"4228","571311","99.0"
"4229","571312","84.0"
"4230","571313","99.0"
"4231","571314","33.0"
"4232","571315","45.0"
"4233","571316","53.0"
"4234","571317","53.0"
"4235","571318","15.0"
"4236","571319","99.0"
"4237","571320","68.0"
"4238","571321","99.0"
"4239","571322","53.0"
"4240","571323","37.0"
"4241","571324","53.0"
"4242","571325","15.0"
"4243","571326","99.0"
"4244","571327","84.0"
"4245","571328","68.0"
"4246","571329","33.0"
"4247","571330","30.0"
"4248","571331","84.0"
"4249","571332","84.0"
"4250","571333","68.0"
"4251","571334","53.0"
"4252","571335","18.0"
"4253","571336","33.0"
"4254","571337","84.0"
"4255","571338","33.0"
"4256","571339","84.0"
"4257","571340","99.0"
"4258","571341","99.0"
"4259","571342","84.0"
"4260","571343","68.0"
"4261","571344","68.0"
"4262","571345","53.0"
"4263","571346","61.0"
"4264","571347","84.0"
"4265","571348","68.0"
"4266","571349","53.0"
"4267","571350","33.0"
"4268","571351","33.0"
"4269","571352","68.0"
"4270","571353","53.0"
"4271","571354","68.0"
"4272","571355","53.0"
"4273","571356","99.0"
"4274","571357","99.0"
"4275","571358","99.0"
"4276","571359","61.0"
"4277","571360","68.0"
"4278","571361","55.0"
"4279","571362","68.0"
"4280","571363","68.0"
"4281","571364","33.0"
"4282","571365","68.0"
"4283","571366","99.0"
"4284","571367","99.0"
"4285","571368","33.0"
"4286","571369","33.0"
"4287","571370","84.0"
"4288","571371","53.0"
"4289","571372","99.0"
"4290","571373","30.0"
"4291","571374","91.0"
"4292","571375","91.0"
"4293","571376","99.0"
"4294","571377","84.0"
"4295","571378","99.0"
"4296","571379","99.0"
"4297","571380","68.0"
"4298","571381","99.0"
"4299","571382","33.0"
"4300","571383","99.0"
"4301","571384","84.0"
"4302","571385","75.0"
"4303","571386","33.0"
"4304","571387","84.0"
"4305","571388","68.0"
"4306","571389","68.0"
"4307","571390","0.0"
"4308","571391","33.0"
"4309","571392","33.0"
"4310","571393","33.0"
"4311","571394","33.0"
"4312","571396","33.0"
"4313","571397","33.0"
"4314","571398","33.0"
"4315","571399","99.0"
"4316","571400","99.0"
"4317","571401","99.0"
"4318","571402","33.0"
"4319","571403","99.0"
"4320","571404","68.0"
"4321","571405","33.0"
"4322","571406","99.0"
"4323","571407","99.0"
"4324","571408","99.0"
"4325","571409","53.0"
"4326","571410","53.0"
"4327","571411","33.0"
"4328","571412","99.0"
"4329","571413","33.0"
"4330","571414","99.0"
"4331","571415","99.0"
"4332","571416","99.0"
"4333","571417","99.0"
"4334","571418","99.0"
"4335","571419","99.0"
"4336","571420","99.0"
"4337","571421","68.0"
"4338","571422","33.0"
"4339","571423","99.0"
"4340","571424","33.0"
"4341","571425","99.0"
"4342","571426","99.0"
"4343","571427","99.0"
"4344","571428","99.0"
"4345","571429","99.0"
"4346","571430","99.0"
"4347","571431","99.0"
"4348","571432","33.0"
"4349","571433","33.0"
"4350","571434","99.0"
"4351","571435","33.0"
"4352","571436","0.0"
"4353","571437","68.0"
"4354","571438","68.0"
"4355","571439","33.0"
"4356","571440","99.0"
"4357","571441","33.0"
"4358","571442","99.0"
"4359","571443","99.0"
"4360","571444","99.0"
"4361","571445","84.0"
"4362","571446","33.0"
"4363","571447","68.0"
"4364","571448","68.0"
"4365","571449","33.0"
"4366","571450","99.0"
"4367","571451","33.0"
"4368","571452","84.0"
"4369","571453","68.0"
"4370","571454","84.0"
"4371","571455","53.0"
"4372","571456","99.0"
"4373","571457","33.0"
"4374","571458","99.0"
"4375","571459","30.0"
"4376","571460","91.0"
"4377","571461","99.0"
"4378","571462","84.0"
"4379","571463","33.0"
"4380","571464","33.0"
"4381","571465","84.0"
"4382","571466","68.0"
"4383","571467","99.0"
"4384","571468","33.0"
"4385","571469","84.0"
"4386","571470","68.0"
"4387","571471","99.0"
"4388","571472","99.0"
"4389","571473","84.0"
"4390","571474","68.0"
"4391","571475","33.0"
"4392","571476","0.0"
"4393","571477","53.0"
"4394","571480","33.0"
"4395","571481","15.0"
"4396","571482","99.0"
"4397","571483","99.0"
"4398","571484","84.0"
"4399","571485","33.0"
"4400","571486","84.0"
"4401","571487","99.0"
"4402","571488","33.0"
"4403","571489","99.0"
"4404","571490","33.0"
"4405","571491","99.0"
"4406","571492","33.0"
"4407","571493","99.0"
"4408","571494","99.0"
"4409","571495","99.0"
"4410","571496","15.0"
"4411","571497","84.0"
"4412","571498","68.0"
"4413","571499","15.0"
"4414","571500","0.0"
"4415","571501","99.0"
"4416","571502","84.0"
"4417","571503","84.0"
"4418","571504","68.0"
"4419","571505","68.0"
"4420","571506","68.0"
"4421","571507","33.0"
"4422","571508","30.0"
"4423","571509","91.0"
"4424","571510","33.0"
"4425","571511","84.0"
"4426","571512","68.0"
"4427","571513","46.0"
"4428","571514","33.0"
"4429","571515","53.0"
"4430","571516","33.0"
"4431","571517","84.0"
"4432","571518","84.0"
"4433","571519","45.0"
"4434","571520","53.0"
"4435","571521","33.0"
"4436","571522","53.0"
"4437","571523","33.0"
"4438","571524","53.0"
"4439","571525","53.0"
"4440","571526","33.0"
"4441","571527","99.0"
"4442","571528","0.0"
"4443","571529","84.0"
"4444","571530","68.0"
"4445","571531","84.0"
"4446","571532","55.0"
"4447","571533","99.0"
"4448","571534","99.0"
"4449","571535","84.0"
"4450","571536","84.0"
"4451","571537","99.0"
"4452","571538","84.0"
"4453","571539","68.0"
"4454","571540","68.0"
"4455","571541","68.0"
"4456","571542","53.0"
"4457","571543","33.0"
"4458","571544","33.0"
"4459","571545","33.0"
"4460","571546","99.0"
"4461","571547","99.0"
"4462","571548","68.0"
"4463","571549","68.0"
"4464","571550","84.0"
"4465","571551","33.0"
"4466","571552","61.0"
"4467","571553","68.0"
"4468","571554","55.0"
"4469","571555","68.0"
"4470","571556","53.0"
"4471","571557","84.0"
"4472","571558","53.0"
"4473","571559","33.0"
"4474","571560","99.0"
"4475","571561","99.0"
"4476","571562","84.0"
"4477","571563","84.0"
"4478","571564","99.0"
"4479","571565","84.0"
"4480","571566","84.0"
"4481","571567","33.0"
"4482","571568","99.0"
"4483","571569","84.0"
"4484","571570","33.0"
"4485","571571","99.0"
"4486","571572","84.0"
"4487","571573","99.0"
"4488","571574","0.0"
"4489","571575","99.0"
"4490","571576","75.0"
"4491","571577","99.0"
"4492","571578","84.0"
"4493","571579","68.0"
"4494","571580","68.0"
"4495","571581","68.0"
"4496","571582","0.0"
"4497","571583","84.0"
"4498","571584","68.0"
"4499","571585","68.0"
"4500","571586","99.0"
"4501","571587","84.0"
"4502","571588","99.0"
"4503","571589","68.0"
"4504","571590","84.0"
"4505","571591","61.0"
"4506","571592","53.0"
"4507","571593","99.0"
"4508","571594","68.0"
"4509","571595","61.0"
"4510","571596","68.0"
"4511","571597","55.0"
"4512","571598","55.0"
"4513","571599","68.0"
"4514","571600","33.0"
"4515","571601","33.0"
"4516","571602","99.0"
"4517","571603","68.0"
"4518","571604","99.0"
"4519","571605","99.0"
"4520","571606","99.0"
"4521","571607","33.0"
"4522","571608","30.0"
"4523","571609","91.0"
"4524","571610","99.0"
"4525","571611","68.0"
"4526","571612","33.0"
"4527","571613","43.0"
"4528","571614","84.0"
"4529","571615","53.0"
"4530","571616","99.0"
"4531","571617","99.0"
"4532","571618","84.0"
"4533","571619","68.0"
"4534","571620","68.0"
"4535","571621","84.0"
"4536","571622","68.0"
"4537","571623","99.0"
"4538","571624","33.0"
"4539","571625","99.0"
"4540","571626","53.0"
"4541","571627","84.0"
"4542","571628","68.0"
"4543","571629","68.0"
"4544","571630","33.0"
"4545","571631","53.0"
"4546","571632","84.0"
"4547","571633","61.0"
"4548","571634","68.0"
"4549","571635","55.0"
"4550","571636","68.0"
"4551","571637","68.0"
"4552","571639","84.0"
"4553","571640","68.0"
"4554","571641","68.0"
"4555","571642","53.0"
"4556","571643","53.0"
"4557","571644","99.0"
"4558","571645","84.0"
"4559","571646","84.0"
"4560","571647","84.0"
"4561","571648","30.0"
"4562","571649","30.0"
"4563","571650","99.0"
"4564","571651","33.0"
"4565","571652","99.0"
"4566","571653","33.0"
"4567","571654","99.0"
"4568","571655","84.0"
"4569","571656","99.0"
"4570","571657","84.0"
"4571","571658","99.0"
"4572","571659","60.0"
"4573","571660","0.0"
"4574","571661","33.0"
"4575","571662","68.0"
"4576","571663","68.0"
"4577","571664","53.0"
"4578","571665","84.0"
"4579","571666","68.0"
"4580","571667","68.0"
"4581","571668","68.0"
"4582","571669","68.0"
"4583","571670","99.0"
"4584","571671","99.0"
"4585","571672","99.0"
"4586","571673","99.0"
"4587","571674","84.0"
"4588","571675","64.0"
"4589","571676","84.0"
"4590","571677","99.0"
"4591","571678","99.0"
"4592","571679","33.0"
"4593","571680","15.0"
"4594","571681","33.0"
"4595","571682","99.0"
"4596","571683","40.0"
"4597","571684","68.0"
"4598","571685","33.0"
"4599","571686","99.0"
"4600","571687","68.0"
"4601","571688","68.0"
"4602","571689","30.0"
"4603","571690","84.0"
"4604","571691","55.0"
"4605","571692","68.0"
"4606","571693","53.0"
"4607","571694","99.0"
"4608","571695","84.0"
"4609","571696","68.0"
"4610","571697","68.0"
"4611","571698","99.0"
"4612","571699","99.0"
"4613","571700","68.0"
"4614","571701","68.0"
"4615","571702","99.0"
"4616","571703","99.0"
"4617","571704","84.0"
"4618","571705","84.0"
"4619","571706","68.0"
"4620","571707","68.0"
"4621","571708","30.0"
"4622","571709","91.0"
"4623","571710","84.0"
"4624","571711","68.0"
"4625","571712","68.0"
"4626","571713","53.0"
"4627","571714","84.0"
"4628","571715","0.0"
"4629","571716","53.0"
"4630","571717","53.0"
"4631","571718","91.0"
"4632","571719","33.0"
"4633","571720","99.0"
"4634","571721","91.0"
"4635","571722","68.0"
"4636","571723","68.0"
"4637","571724","68.0"
"4638","571725","53.0"
"4639","571726","33.0"
"4640","571727","33.0"
"4641","571728","84.0"
"4642","571730","68.0"
"4643","571731","84.0"
"4644","571732","84.0"
"4645","571733","53.0"
"4646","571734","84.0"
"4647","571735","84.0"
"4648","571736","33.0"
"4649","571737","68.0"
"4650","571738","68.0"
"4651","571739","53.0"
"4652","571741","53.0"
"4653","571742","68.0"
"4654","571743","68.0"
"4655","571744","53.0"
"4656","571745","53.0"
"4657","571746","99.0"
"4658","571747","84.0"
"4659","571748","84.0"
"4660","571749","55.0"
"4661","571750","68.0"
"4662","571751","99.0"
"4663","571752","68.0"
"4664","571753","99.0"
"4665","571754","99.0"
"4666","571755","99.0"
"4667","571756","30.0"
"4668","571757","0.0"
"4669","571758","84.0"
"4670","571759","68.0"
"4671","571760","68.0"
"4672","571761","53.0"
"4673","571762","84.0"
"4674","571763","99.0"
"4675","571764","33.0"
"4676","571765","99.0"
"4677","571766","84.0"
"4678","571767","60.0"
"4679","571768","60.0"
"4680","571769","99.0"
"4681","571770","84.0"
"4682","571771","99.0"
"4683","571772","84.0"
"4684","571773","53.0"
"4685","571774","0.0"
"4686","571775","53.0"
"4687","571776","33.0"
"4688","571777","33.0"
"4689","571778","68.0"
"4690","571779","91.0"
"4691","571780","84.0"
"4692","571781","30.0"
"4693","571782","91.0"
"4694","571783","84.0"
